"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en SauceDemo","Completar el flujo de compra en SauceDemo","SUCCESS","2024-10-21T13:48:47.7394829-05:00[America/Guayaquil]","0.0","20.57"
